PatentID,Blockings,Citations,Ratio
6175561,0,4,0.0
6978022,0,10,0.0
6930997,0,2,0.0
8583107,0,1,0.0
7912020,0,6,0.0
8374153,0,0,0.0
7787833,0,1,0.0
8872970,0,0,0.0
8611829,0,0,0.0
6493875,0,112,0.0
9141195,0,0,0.0
6163765,0,7,0.0
7683918,7,3,2.33333333333
6373437,0,2,0.0
7230550,1,21,0.047619047619
7788394,0,5,0.0
7532609,0,2,0.0
8320326,0,0,0.0
6104991,0,9,0.0
7447531,0,1,0.0
8995821,0,0,0.0
7807307,0,0,0.0
9100689,0,0,0.0
7468573,1,21,0.047619047619
8364477,0,0,0.0
8045519,0,5,0.0
7237170,0,1,0.0
6130518,0,53,0.0
8947534,0,0,0.0
8189778,0,2,0.0
6967467,0,0,0.0
6788731,0,4,0.0
6587398,0,2,0.0
6351656,0,14,0.0
6937874,0,10,0.0
6748324,0,7,0.0
9041671,0,0,0.0
8509788,0,1,0.0
6782099,0,0,0.0
7058407,2,20,0.1
7500198,4,10,0.4
6424623,3,29,0.103448275862
5758264,1,17,0.0588235294118
6424743,4,27,0.148148148148
8509705,0,1,0.0
7603120,1,4,0.25
8184359,0,0,0.0
5850611,6,25,0.24
7050419,7,100,0.07
8902010,0,0,0.0
6625425,0,13,0.0
5604415,0,1,0.0
7826419,0,1,0.0
6144276,1,2,0.5
6018651,1,15,0.0666666666667
8559294,0,0,0.0
7684799,3,3,1.0
6824916,0,3,0.0
6734898,8,11,0.727272727273
5757367,0,9,0.0
6128735,6,13,0.461538461538
6052600,0,78,0.0
6497975,3,15,0.2
7724765,0,2,0.0
8250001,0,1,0.0
8782258,0,0,0.0
6486794,0,7,0.0
8194604,0,1,0.0
6164531,1,3,0.333333333333
6944177,0,1,0.0
7466747,0,0,0.0
8581874,0,0,0.0
7002942,1,7,0.142857142857
8352508,0,0,0.0
8160591,0,2,0.0
7136909,8,68,0.117647058824
6920171,11,58,0.189655172414
7609639,0,3,0.0
5631538,0,0,0.0
7240143,0,3,0.0
6125278,1,17,0.0588235294118
7869532,0,1,0.0
6035191,0,0,0.0
6125286,3,12,0.25
5877821,0,49,0.0
7136482,4,14,0.285714285714
8897753,0,0,0.0
8126836,0,0,0.0
7398100,0,15,0.0
9116567,0,0,0.0
8327237,0,6,0.0
8642205,0,0,0.0
7519365,0,7,0.0
9197925,0,0,0.0
7409606,0,6,0.0
6067324,0,23,0.0
8457112,0,0,0.0
8971310,0,0,0.0
8950238,0,0,0.0
5948066,2,110,0.0181818181818
8761401,0,0,0.0
7414984,0,1,0.0
6970439,0,3,0.0
8140081,0,1,0.0
7634074,0,3,0.0
6486874,3,57,0.0526315789474
7023871,0,20,0.0
7986983,0,16,0.0
6002422,0,0,0.0
6137883,0,5,0.0
8379655,1,0,0.0
6157679,0,10,0.0
7804912,0,1,0.0
6999773,5,2,2.5
6178166,0,2,0.0
6144704,0,3,0.0
8638871,0,0,0.0
5825811,0,1,0.0
7416414,0,1,0.0
7796715,0,0,0.0
9038195,0,0,0.0
8249142,0,1,0.0
5909444,1,0,0.0
8249646,0,0,0.0
8506368,0,0,0.0
7450106,0,0,0.0
6732270,2,19,0.105263157895
8700070,0,0,0.0
7848739,2,0,0.0
9049454,0,0,0.0
7451460,0,4,0.0
8200235,0,0,0.0
7974404,0,0,0.0
8176534,0,1,0.0
6421016,1,11,0.0909090909091
5716421,0,5,0.0
8712446,0,1,0.0
8049715,0,0,0.0
5929776,1,2,0.5
7277394,0,1,0.0
6323804,0,9,0.0
D736664,0,0,0.0
8462197,0,0,0.0
8637781,0,0,0.0
6820126,0,8,0.0
8108013,0,0,0.0
6625428,0,7,0.0
8391165,0,0,0.0
8204446,0,16,0.0
6045946,0,1,0.0
7130740,0,4,0.0
7336224,0,1,0.0
8396047,0,0,0.0
6986957,0,0,0.0
6704572,2,17,0.117647058824
7509649,0,49,0.0
8640174,0,0,0.0
8294691,0,0,0.0
8310454,0,0,0.0
5966384,0,15,0.0
7415655,0,0,0.0
7965680,0,1,0.0
7106814,1,9,0.111111111111
7310377,0,7,0.0
5877633,0,13,0.0
6549789,9,37,0.243243243243
6389269,1,7,0.142857142857
7202825,0,29,0.0
6185266,0,20,0.0
6167275,0,11,0.0
8270972,0,54,0.0
7460624,0,0,0.0
5631101,4,4,1.0
6937873,1,5,0.2
6608861,2,0,0.0
6691071,0,5,0.0
8462890,0,0,0.0
7062246,1,16,0.0625
7526662,0,0,0.0
8612961,0,0,0.0
6414938,0,3,0.0
7418339,0,0,0.0
7634258,0,2,0.0
7159168,0,1,0.0
6347233,0,0,0.0
6084968,1,37,0.027027027027
6044276,2,1,2.0
7272409,0,2,0.0
8179102,0,0,0.0
9066326,0,0,0.0
7637425,0,2,0.0
6882677,0,12,0.0
6342774,2,23,0.0869565217391
6161207,1,20,0.05
5760714,0,2,0.0
6754280,0,4,0.0
5896379,0,18,0.0
9239928,0,0,0.0
7231206,0,67,0.0
8997252,0,0,0.0
6327307,1,6,0.166666666667
8953853,0,0,0.0
7451009,0,12,0.0
5966651,1,8,0.125
6781969,0,4,0.0
8243692,0,0,0.0
6389287,0,16,0.0
8018385,0,1,0.0
8438595,0,1,0.0
7310376,0,1,0.0
8055222,0,0,0.0
6954432,0,2,0.0
7158482,1,11,0.0909090909091
6310898,6,4,1.5
7096025,2,1,2.0
7126917,0,2,0.0
8712355,0,0,0.0
6094565,3,20,0.15
8467786,0,0,0.0
8671291,0,0,0.0
8537665,0,0,0.0
6173189,0,1,0.0
7672269,0,0,0.0
8619889,0,0,0.0
7853215,0,3,0.0
7532597,0,1,0.0
9215659,0,0,0.0
8457074,0,0,0.0
7831887,0,6,0.0
5963087,0,0,0.0
5893132,2,61,0.0327868852459
7224674,0,0,0.0
8457079,0,1,0.0
7375730,1,10,0.1
9125196,0,0,0.0
8483109,0,1,0.0
5974054,0,69,0.0
7304572,0,4,0.0
7624357,0,12,0.0
5949948,3,50,0.06
6934751,0,0,0.0
7160144,0,0,0.0
7769045,0,0,0.0
8379622,0,0,0.0
8665806,0,0,0.0
6640208,0,3,0.0
6144186,14,11,1.27272727273
6859494,2,1,2.0
7904277,0,0,0.0
9082766,0,0,0.0
6441701,0,0,0.0
8744519,0,0,0.0
6163585,0,2,0.0
5898831,0,15,0.0
6088217,0,4,0.0
6987888,0,30,0.0
5728181,0,9,0.0
6912507,3,41,0.0731707317073
6212550,4,152,0.0263157894737
8553637,0,0,0.0
7071419,0,0,0.0
6668173,7,37,0.189189189189
8497884,0,1,0.0
9071440,0,0,0.0
8132102,0,0,0.0
6055229,0,6,0.0
6104747,0,4,0.0
8145127,1,4,0.25
8761815,0,0,0.0
7164725,0,6,0.0
5810989,0,1,0.0
8866641,0,0,0.0
5778323,0,2,0.0
8462126,0,0,0.0
6954649,2,19,0.105263157895
8102812,0,0,0.0
5926104,1,14,0.0714285714286
8374260,0,1,0.0
7825724,0,0,0.0
9230555,0,0,0.0
7088838,0,6,0.0
6466614,0,2,0.0
7209750,0,1,0.0
7532088,0,0,0.0
6996383,0,1,0.0
6822973,0,4,0.0
6157631,0,14,0.0
5710972,0,7,0.0
6141535,0,1,0.0
9204347,0,0,0.0
8666372,0,0,0.0
7821955,0,2,0.0
7292582,0,1,0.0
6078227,0,1,0.0
8484692,0,0,0.0
7965991,0,1,0.0
6832323,0,2,0.0
6119010,0,5,0.0
8078175,0,1,0.0
7881459,0,1,0.0
7653352,0,2,0.0
7647599,0,1,0.0
7649839,0,1,0.0
6104726,2,4,0.5
7818170,0,0,0.0
6862433,6,17,0.352941176471
6653915,0,0,0.0
7265720,0,8,0.0
6720864,7,15,0.466666666667
6259741,2,36,0.0555555555556
6689194,0,4,0.0
6473631,0,13,0.0
8953690,0,0,0.0
6048638,0,7,0.0
7499973,0,8,0.0
6963730,2,1,2.0
8837301,0,0,0.0
8175154,0,0,0.0
6449465,3,71,0.0422535211268
8390126,0,0,0.0
8813238,0,0,0.0
7596116,0,1,0.0
7272564,0,42,0.0
6836520,0,0,0.0
8995683,0,0,0.0
8638300,0,0,0.0
7184745,10,5,2.0
7217369,0,0,0.0
6847311,4,35,0.114285714286
6889212,2,22,0.0909090909091
6801590,0,1,0.0
6055333,2,30,0.0666666666667
5959966,0,5,0.0
7154942,0,0,0.0
6640087,10,55,0.181818181818
8958472,0,0,0.0
7653398,1,1,1.0
7367055,0,0,0.0
8396162,0,0,0.0
6917977,0,1,0.0
7468702,0,3,0.0
7035731,0,11,0.0
7023320,0,3,0.0
7482574,0,1,0.0
6556814,4,35,0.114285714286
6947760,1,6,0.166666666667
7224992,0,0,0.0
7493088,0,2,0.0
6141453,0,6,0.0
8963845,0,0,0.0
6289129,1,11,0.0909090909091
7865723,0,0,0.0
8604980,0,1,0.0
8036237,1,6,0.166666666667
8868432,0,0,0.0
8644280,0,0,0.0
6156408,0,1,0.0
8433076,0,0,0.0
6732072,0,1,0.0
7336618,0,4,0.0
8964691,0,0,0.0
8235293,0,2,0.0
8374338,0,0,0.0
6192256,3,33,0.0909090909091
6931059,2,3,0.666666666667
6097252,0,39,0.0
6614806,0,1,0.0
7406333,0,0,0.0
7082290,10,12,0.833333333333
6353359,0,20,0.0
7626612,0,23,0.0
8422411,0,0,0.0
7680745,0,2,0.0
9037656,0,0,0.0
7555044,0,1,0.0
7489942,0,0,0.0
5812590,0,3,0.0
6201955,0,12,0.0
5831476,0,1,0.0
7376837,0,3,0.0
5815407,10,14,0.714285714286
6347127,0,4,0.0
6112074,1,38,0.0263157894737
7428416,0,0,0.0
7477699,2,8,0.25
5867230,0,45,0.0
6181946,0,0,0.0
7738930,0,5,0.0
8290544,0,0,0.0
7590234,0,1,0.0
7221672,0,2,0.0
9232465,0,0,0.0
7602768,0,0,0.0
9197284,0,0,0.0
7643817,1,11,0.0909090909091
7076661,0,5,0.0
5604660,0,2,0.0
6228440,0,23,0.0
7269561,2,2,1.0
6246327,1,27,0.037037037037
7933998,0,1,0.0
6959050,0,13,0.0
6961384,2,0,0.0
6223154,2,6,0.333333333333
6493671,2,52,0.0384615384615
5790545,0,14,0.0
8542186,0,2,0.0
6091716,0,1,0.0
6792534,1,16,0.0625
7200417,0,1,0.0
6947391,0,0,0.0
7620017,0,7,0.0
5777986,0,1,0.0
7088294,0,8,0.0
7183844,0,9,0.0
9137540,0,0,0.0
5929702,2,5,0.4
6797427,14,3,4.66666666667
5736933,1,2,0.5
8428513,0,0,0.0
7733919,1,1,1.0
6741873,2,14,0.142857142857
6922170,0,46,0.0
8077694,0,4,0.0
6384727,2,17,0.117647058824
6480821,0,1,0.0
5750284,0,2,0.0
6421379,0,9,0.0
6505058,2,25,0.08
6351531,0,7,0.0
7405703,0,36,0.0
7312729,1,1,1.0
8139195,0,1,0.0
6226403,1,8,0.125
6498358,1,33,0.030303030303
7289728,0,3,0.0
6883050,0,9,0.0
6766147,12,4,3.0
7467214,0,4,0.0
6570938,0,1,0.0
9042289,0,0,0.0
6470049,0,2,0.0
7493405,0,0,0.0
6163701,0,37,0.0
7280592,0,0,0.0
5917306,0,0,0.0
6188767,1,3,0.333333333333
6487184,0,10,0.0
6208668,0,6,0.0
7117019,3,9,0.333333333333
5767738,0,3,0.0
6249678,2,2,1.0
8321227,0,0,0.0
7908396,0,0,0.0
7672310,0,12,0.0
8872916,0,0,0.0
6996197,0,1,0.0
8688665,0,0,0.0
9113438,0,0,0.0
8280425,0,1,0.0
6980809,0,3,0.0
D616898,0,1,0.0
7701839,0,1,0.0
6081815,0,7,0.0
8904172,0,0,0.0
6151397,1,6,0.166666666667
6888811,2,70,0.0285714285714
6122335,1,5,0.2
7206847,1,10,0.1
8555361,0,0,0.0
8483086,0,1,0.0
8744051,0,0,0.0
7471775,0,0,0.0
5942938,1,5,0.2
6631260,0,0,0.0
7877600,0,2,0.0
7723959,0,1,0.0
5867478,28,223,0.125560538117
7421088,0,2,0.0
6529804,2,34,0.0588235294118
8126516,0,0,0.0
6134237,22,23,0.95652173913
8050324,0,1,0.0
5991618,0,27,0.0
9215752,0,0,0.0
7626920,0,2,0.0
5930307,0,2,0.0
7054282,0,1,0.0
6058107,0,11,0.0
5880633,0,60,0.0
8170000,0,0,0.0
7499950,2,5,0.4
6700867,3,45,0.0666666666667
6865625,0,3,0.0
7070349,0,22,0.0
7386128,1,6,0.166666666667
5998978,0,4,0.0
7941132,0,0,0.0
7729028,0,1,0.0
8726324,0,0,0.0
7522675,1,10,0.1
7899488,0,1,0.0
7165204,0,2,0.0
5806031,0,6,0.0
7612726,0,2,0.0
5853916,0,7,0.0
6768899,0,2,0.0
6404807,0,0,0.0
6553228,0,2,0.0
7065068,1,13,0.0769230769231
7006491,0,1,0.0
6920219,0,1,0.0
8039144,0,0,0.0
6127802,0,10,0.0
5825762,1,10,0.1
8089510,0,1,0.0
7912009,1,5,0.2
6836514,2,4,0.5
9071347,0,0,0.0
8787479,0,0,0.0
6996403,0,2,0.0
6173330,2,38,0.0526315789474
7340396,0,2,0.0
5867060,0,13,0.0
7363044,1,2,0.5
8996016,0,0,0.0
7978088,0,3,0.0
6014376,2,27,0.0740740740741
8044828,0,1,0.0
6792281,2,4,0.5
6373884,2,2,1.0
7634251,7,0,0.0
7433653,0,9,0.0
8666318,0,0,0.0
7886355,1,10,0.1
5818618,0,3,0.0
8699990,0,0,0.0
9035967,0,0,0.0
6122283,0,8,0.0
8643748,0,0,0.0
6535548,0,0,0.0
6804518,0,20,0.0
8355720,0,0,0.0
5741609,3,2,1.5
7843824,0,4,0.0
9137151,0,0,0.0
8462729,0,1,0.0
6175740,5,40,0.125
8601515,0,1,0.0
7817733,0,4,0.0
9203463,0,0,0.0
7449862,0,1,0.0
7246059,0,1,0.0
6754908,2,9,0.222222222222
7546149,0,1,0.0
6816895,0,4,0.0
7986928,0,0,0.0
5896261,0,2,0.0
7388923,1,4,0.25
7450561,0,3,0.0
5745848,0,10,0.0
8902713,0,0,0.0
7130613,0,2,0.0
6134221,0,0,0.0
7053883,0,3,0.0
8019287,0,5,0.0
6347882,2,13,0.153846153846
6291756,0,3,0.0
8225162,0,0,0.0
5940381,0,17,0.0
6192247,1,7,0.142857142857
8917792,0,0,0.0
9154814,0,0,0.0
7076528,0,35,0.0
5987332,0,2,0.0
9094878,0,0,0.0
6070089,0,23,0.0
7187759,1,4,0.25
5905720,0,0,0.0
5687056,0,0,0.0
8438287,0,0,0.0
9210536,0,0,0.0
7269642,0,2,0.0
6904611,1,10,0.1
8527012,0,0,0.0
7341183,0,0,0.0
8265057,0,0,0.0
6064659,0,1,0.0
7065521,0,4,0.0
7593718,0,13,0.0
7155255,0,2,0.0
5705955,0,28,0.0
7072468,0,1,0.0
6000120,0,3,0.0
6327303,0,0,0.0
6169538,29,82,0.353658536585
6233559,4,134,0.0298507462687
5754739,0,0,0.0
6169522,0,4,0.0
8651368,0,0,0.0
7673063,0,3,0.0
8767708,0,0,0.0
6072778,0,18,0.0
6483874,4,20,0.2
8983536,0,0,0.0
6661284,0,5,0.0
5802484,0,1,0.0
7738907,2,11,0.181818181818
8813254,0,0,0.0
6265977,6,120,0.05
8731822,0,0,0.0
7747772,0,2,0.0
8049747,0,0,0.0
8874105,0,0,0.0
8244250,1,1,1.0
7724806,0,1,0.0
7776386,0,0,0.0
8050541,0,1,0.0
5920550,0,2,0.0
7705874,0,2,0.0
7689448,3,5,0.6
8601096,0,0,0.0
7305555,2,3,0.666666666667
7447231,0,0,0.0
7271772,0,1,0.0
6477372,0,17,0.0
6963696,0,3,0.0
6898208,0,6,0.0
8631454,0,0,0.0
6181685,0,3,0.0
6198748,0,0,0.0
6909707,0,32,0.0
6889385,6,121,0.0495867768595
9007017,0,0,0.0
7929701,1,0,0.0
5705995,0,62,0.0
5710975,0,9,0.0
6758404,0,15,0.0
6314301,0,2,0.0
5913167,0,4,0.0
9172990,0,0,0.0
6282182,1,4,0.25
8189581,0,1,0.0
8620996,0,0,0.0
7487534,0,6,0.0
5796777,1,18,0.0555555555556
7054323,0,6,0.0
9210425,0,0,0.0
6690655,0,61,0.0
7653422,4,12,0.333333333333
7185091,0,2,0.0
7054665,0,0,0.0
7266133,0,4,0.0
7526451,0,14,0.0
7773224,0,0,0.0
6912380,0,2,0.0
6952573,2,7,0.285714285714
6871074,1,2,0.5
5898295,0,0,0.0
9210138,0,0,0.0
8725197,0,0,0.0
8519965,0,1,0.0
9165531,0,0,0.0
6347228,1,19,0.0526315789474
5958006,70,154,0.454545454545
6085068,0,5,0.0
8667303,0,1,0.0
8717443,0,0,0.0
7580713,0,0,0.0
8194648,6,1,6.0
9235422,0,0,0.0
7113761,0,0,0.0
6799062,3,8,0.375
6987749,0,4,0.0
7558590,0,1,0.0
7855878,0,1,0.0
7382182,0,2,0.0
8995548,0,0,0.0
6008636,0,45,0.0
6014102,0,52,0.0
5909183,10,89,0.112359550562
5862453,0,11,0.0
8509769,0,0,0.0
5864799,0,3,0.0
7359721,0,1,0.0
7356029,0,0,0.0
8219095,0,1,0.0
8199845,2,1,2.0
6253063,0,22,0.0
5867054,0,3,0.0
9042945,0,0,0.0
6944427,1,5,0.2
7516678,0,0,0.0
6459891,0,2,0.0
6842571,0,3,0.0
7929483,0,0,0.0
6816472,0,3,0.0
7200119,0,1,0.0
7647042,0,1,0.0
6760604,0,0,0.0
6696195,0,4,0.0
9130784,0,0,0.0
8193993,0,1,0.0
RE44089,0,0,0.0
7626998,0,0,0.0
7130342,0,6,0.0
D636782,0,1,0.0
8781452,0,0,0.0
7577915,0,1,0.0
5835730,1,21,0.047619047619
6493556,0,19,0.0
5821006,0,2,0.0
8427102,0,0,0.0
7321768,0,4,0.0
6556131,0,8,0.0
6141541,1,52,0.0192307692308
8842603,0,0,0.0
5946620,0,5,0.0
7471961,0,2,0.0
6980838,0,2,0.0
7642753,0,0,0.0
5936516,1,1,1.0
7453219,3,9,0.333333333333
7508434,0,1,0.0
8116733,0,0,0.0
6182036,0,4,0.0
7451476,5,3,1.66666666667
6434197,7,46,0.152173913043
7723613,0,1,0.0
7620403,13,2,6.5
6914570,0,4,0.0
6710578,12,27,0.444444444444
6438225,0,0,0.0
7148789,0,12,0.0
8666417,0,0,0.0
7031273,0,3,0.0
6130613,3,22,0.136363636364
6687259,0,18,0.0
7552267,0,3,0.0
7084815,1,10,0.1
7570581,0,1,0.0
7607075,0,4,0.0
5774857,0,21,0.0
8666753,0,0,0.0
6194975,0,0,0.0
7320045,0,1,0.0
6853445,1,3,0.333333333333
8059625,0,3,0.0
7170987,0,1,0.0
6697016,0,6,0.0
6125137,1,3,0.333333333333
6259491,0,26,0.0
7164893,0,15,0.0
9118940,0,0,0.0
5754484,1,1,1.0
6665521,5,44,0.113636363636
5842210,0,5,0.0
7426390,0,0,0.0
6081600,0,12,0.0
6647061,9,72,0.125
7330174,4,5,0.8
6006068,0,10,0.0
6880170,1,18,0.0555555555556
8412209,1,6,0.166666666667
6947555,0,0,0.0
6907027,0,0,0.0
7932859,0,2,0.0
7098855,0,2,0.0
5626729,0,2,0.0
5761504,0,5,0.0
6387559,8,7,1.14285714286
8970486,0,0,0.0
6242979,1,20,0.05
5977916,0,3,0.0
8761248,0,0,0.0
6965594,0,0,0.0
7393149,0,0,0.0
7242957,0,0,0.0
6480555,0,6,0.0
6163766,0,4,0.0
8135418,0,3,0.0
6177907,0,8,0.0
9098789,0,0,0.0
7079824,0,0,0.0
8046219,0,5,0.0
7002938,0,9,0.0
6585424,0,0,0.0
5696765,0,28,0.0
6977675,0,35,0.0
5812602,0,0,0.0
6122014,0,30,0.0
7106714,0,7,0.0
9027101,0,0,0.0
8565729,0,0,0.0
7734316,0,1,0.0
7818632,0,0,0.0
8321663,0,0,0.0
7013272,0,0,0.0
6263191,0,0,0.0
8611277,0,0,0.0
8280459,0,1,0.0
8930841,0,0,0.0
7945255,1,1,1.0
5930299,0,14,0.0
6161018,2,10,0.2
5764899,39,324,0.12037037037
7089012,0,2,0.0
6018360,0,19,0.0
6252455,0,12,0.0
7940740,11,35,0.314285714286
8520617,0,1,0.0
6788929,0,7,0.0
6195342,2,17,0.117647058824
7239620,0,1,0.0
7797008,0,1,0.0
7529416,0,0,0.0
6839387,0,6,0.0
8805347,0,0,0.0
7277453,16,15,1.06666666667
6465119,7,11,0.636363636364
8793583,0,0,0.0
7315523,0,5,0.0
6429811,1,31,0.0322580645161
6990123,0,0,0.0
6794935,0,6,0.0
6694149,2,8,0.25
8584214,0,0,0.0
6907019,2,4,0.5
7729128,0,1,0.0
D704672,0,1,0.0
8995947,0,0,0.0
8122476,0,0,0.0
6539359,0,64,0.0
9203663,0,0,0.0
7173606,2,2,1.0
7031759,0,3,0.0
7643820,0,0,0.0
8411670,0,0,0.0
9092101,0,0,0.0
6211819,2,38,0.0526315789474
6147984,0,1,0.0
8874117,0,0,0.0
6212382,2,9,0.222222222222
8205143,0,5,0.0
6128763,1,9,0.111111111111
7177844,0,1,0.0
7464863,0,0,0.0
7231084,0,2,0.0
7944891,0,0,0.0
7313369,0,0,0.0
7079872,1,7,0.142857142857
7295638,0,2,0.0
7317797,0,7,0.0
5627931,2,7,0.285714285714
7872442,0,1,0.0
6515222,0,4,0.0
6141542,0,32,0.0
8489117,0,0,0.0
7245933,0,1,0.0
8971437,0,0,0.0
D559842,0,2,0.0
7680118,3,4,0.75
8463599,0,1,0.0
8364951,0,1,0.0
6394826,0,0,0.0
6327275,0,7,0.0
6660427,2,25,0.08
7474747,0,1,0.0
6507607,0,0,0.0
6741554,2,30,0.0666666666667
7590044,0,0,0.0
9042887,0,0,0.0
7274683,0,14,0.0
5945852,0,6,0.0
8873650,0,0,0.0
5740534,0,86,0.0
7486792,0,0,0.0
6081202,0,1,0.0
6586124,0,4,0.0
5873044,0,2,0.0
6975174,0,0,0.0
7705787,0,1,0.0
6016312,1,40,0.025
5838740,5,41,0.121951219512
8000254,0,15,0.0
6571112,0,3,0.0
8204014,0,0,0.0
7657434,0,16,0.0
5901344,0,24,0.0
7246203,0,3,0.0
6600928,3,17,0.176470588235
7117009,6,19,0.315789473684
6594414,0,2,0.0
7342955,0,7,0.0
6453160,2,6,0.333333333333
7920696,0,7,0.0
6060997,0,41,0.0
5737404,0,6,0.0
8509112,0,0,0.0
5873023,0,6,0.0
7457590,0,6,0.0
6016511,0,2,0.0
6091357,0,0,0.0
5949771,0,3,0.0
9130928,0,0,0.0
6983241,0,0,0.0
7596224,0,1,0.0
6931661,0,5,0.0
6148064,0,11,0.0
6573782,0,0,0.0
5699365,3,64,0.046875
5729219,7,58,0.120689655172
7957763,0,3,0.0
8767525,0,0,0.0
7613758,0,1,0.0
6122488,0,3,0.0
7653129,0,4,0.0
7573958,0,0,0.0
6415252,1,10,0.1
7787870,1,6,0.166666666667
5987024,0,10,0.0
7923938,0,2,0.0
7464313,0,4,0.0
5832147,0,4,0.0
7453831,2,5,0.4
8139515,0,0,0.0
6901117,0,15,0.0
7755615,0,2,0.0
8224850,0,0,0.0
7233916,0,10,0.0
9230486,0,0,0.0
6314095,0,24,0.0
6724170,5,4,1.25
6643512,0,28,0.0
7116771,0,4,0.0
6114634,0,1,0.0
5832223,0,66,0.0
5926751,0,0,0.0
7010657,4,2,2.0
6061574,0,4,0.0
7689234,0,7,0.0
8495115,0,0,0.0
5677085,0,0,0.0
7468966,0,7,0.0
8594207,0,1,0.0
D733101,0,0,0.0
5848718,0,1,0.0
8125944,0,1,0.0
5974121,0,2,0.0
8933877,0,0,0.0
6349314,0,11,0.0
6026296,0,4,0.0
7692681,0,1,0.0
8841847,0,0,0.0
5960350,0,20,0.0
7522548,0,0,0.0
6944289,0,4,0.0
7099684,6,4,1.5
7774015,0,1,0.0
8059556,0,0,0.0
7340221,1,8,0.125
8417225,0,0,0.0
7499689,1,3,0.333333333333
6570861,3,1,3.0
8073062,0,13,0.0
8369893,0,1,0.0
8370626,0,0,0.0
6275488,0,11,0.0
8042150,0,1,0.0
6185433,8,13,0.615384615385
8311013,0,0,0.0
7639131,0,12,0.0
6429770,0,0,0.0
7706336,0,3,0.0
6668164,0,9,0.0
8310943,0,1,0.0
8386260,0,0,0.0
5659622,0,12,0.0
5647963,0,0,0.0
7836294,0,0,0.0
6169887,0,1,0.0
8942166,0,0,0.0
9176614,0,0,0.0
8350871,0,0,0.0
7979775,0,6,0.0
6469997,2,6,0.333333333333
6009323,0,21,0.0
7685070,0,2,0.0
7680251,0,0,0.0
7467352,0,1,0.0
6300835,0,13,0.0
7843489,0,0,0.0
7808340,0,0,0.0
7405384,0,1,0.0
6671515,0,0,0.0
6990342,0,0,0.0
7881214,0,0,0.0
7165205,0,9,0.0
8976218,0,0,0.0
6111892,0,1,0.0
8565558,0,0,0.0
8295879,0,1,0.0
5841864,0,3,0.0
7024232,0,2,0.0
8462954,0,0,0.0
8249545,0,0,0.0
5812229,0,0,0.0
6934303,0,0,0.0
7672539,0,1,0.0
6545992,0,4,0.0
8352853,0,0,0.0
8332633,0,1,0.0
6366880,0,16,0.0
7451312,0,13,0.0
8005364,0,1,0.0
6904460,0,20,0.0
5831976,0,1,0.0
8165074,0,0,0.0
6430228,11,5,2.2
6075484,0,12,0.0
6744740,15,58,0.258620689655
7310423,1,6,0.166666666667
8044989,0,2,0.0
8284732,0,3,0.0
9123328,0,0,0.0
7492753,2,4,0.5
6824919,0,1,0.0
6963942,0,0,0.0
9167245,0,0,0.0
6162064,0,0,0.0
6060966,0,2,0.0
8879679,0,0,0.0
6493406,0,2,0.0
6909761,2,8,0.25
7213062,2,19,0.105263157895
7016855,0,16,0.0
6430408,0,10,0.0
6320477,0,0,0.0
7921741,0,0,0.0
7949006,0,0,0.0
5636298,0,0,0.0
7433654,0,0,0.0
7672915,0,1,0.0
6526581,26,179,0.145251396648
7016698,0,0,0.0
7672641,0,3,0.0
6671525,3,45,0.0666666666667
7187959,0,6,0.0
7418239,0,0,0.0
6728531,4,147,0.0272108843537
6269402,0,27,0.0
7073041,0,15,0.0
8707215,0,0,0.0
8132920,0,1,0.0
5962168,0,1,0.0
7016475,1,4,0.25
7204156,0,8,0.0
6639933,0,1,0.0
9185398,0,0,0.0
7676676,0,3,0.0
9185408,0,0,0.0
7642136,0,1,0.0
6965779,0,1,0.0
5665265,2,5,0.4
8498645,0,0,0.0
9210442,0,0,0.0
6359898,0,5,0.0
7365651,0,7,0.0
7403066,0,1,0.0
7345638,0,2,0.0
7729433,1,10,0.1
6807563,3,33,0.0909090909091
5764111,0,6,0.0
7366416,0,0,0.0
5637418,1,32,0.03125
6643541,2,45,0.0444444444444
7277731,0,8,0.0
5796822,0,3,0.0
7027604,0,0,0.0
6519239,6,11,0.545454545455
5828671,0,6,0.0
8463313,0,0,0.0
7272128,0,4,0.0
7259815,0,0,0.0
7542956,0,3,0.0
7366532,0,5,0.0
8825551,0,0,0.0
8976128,0,0,0.0
7006446,0,3,0.0
6091969,1,23,0.0434782608696
6246336,0,1,0.0
7496145,0,2,0.0
8483415,0,1,0.0
8797284,0,0,0.0
5802044,0,38,0.0
6762723,1,56,0.0178571428571
6999751,0,1,0.0
6994575,0,12,0.0
6486733,0,7,0.0
5959315,0,0,0.0
5974085,1,6,0.166666666667
6272243,0,1,0.0
6359838,0,9,0.0
6760208,0,0,0.0
7782147,0,1,0.0
8249017,0,2,0.0
6072790,2,2,1.0
6765905,0,13,0.0
6996172,1,3,0.333333333333
7509259,1,5,0.2
6141331,0,1,0.0
5787577,0,1,0.0
7808185,0,0,0.0
7209462,0,10,0.0
6980821,0,4,0.0
7551613,0,1,0.0
7489755,0,1,0.0
6438360,2,31,0.0645161290323
6381467,0,46,0.0
6163698,0,2,0.0
7916633,0,0,0.0
7519830,0,11,0.0
7333561,0,4,0.0
5790045,0,2,0.0
9069460,0,0,0.0
6731940,2,171,0.0116959064327
7817718,9,3,3.0
