,id,type,number,country,date,abstract,title,kind,num_claims
72,5805095,,5805095,,1998-09-08,"A two's complement digital to analog converter (300) is for converting a two's complement binary value to an analog output current, and includes a control circuit (310) which generates controlled value bits, a digital to analog current converter (DACC) (320), and an augmenter (330). The DACC (320) generates a DACC analog current which is a portion of the analog output current and which has an absolute value which is related to the binary value of the controlled value bits. The augmenter (330), which is coupled to a most significant bit of the two's complement binary value, generates a portion of the analog output current by modifying the absolute value of the DACC analog current by a least significant bit current increment when the most significant bit indicates a negative value of the two's complement binary value.",Two's complement digital to analog converter,,16
73,5805977,,5805977,,1998-09-08,"A two-way selective call communication system (FIG. 1) controls transmissions in a dominant cell (504) of a plurality of cells (502, 504) utilizing a common radio frequency for sending messages (408). The dominant cell carries significantly greater traffic than any other cell of the plurality of cells. A controller (112) groups (808, 906), into a first time period (708), the transmissions of non-dominant cell messages which interfere with the transmissions of dominant cell messages. The controller then determines a subset of the dominant cell messages that require a higher signal-to-interference ratio than available in the dominant cell during the first time period. The controller then transmits (908) the subset during a second time period (710) different from the first time period.",Method and apparatus for controlling transmissions in a two-way selective call communication system,,15
74,5806031,,5806031,,1998-09-08,"A tonal sound recognizer determines tones in a tonal language without the use of voicing recognizers or peak picking rules. The tonal sound recognizer computes feature vectors for a number of segments of a sampled tonal sound signal in a feature vector computing device, compares the feature vectors of a first of the segments with the feature vectors of another segment in a cross-correlator to determine a trend of a movement of a tone of the sampled tonal sound signal, and uses the trend as an input to a word recognizer to determine a word or part of a word of the sampled tonal sound signal.",Method and recognizer for recognizing tonal acoustic sound signals,,22
75,5807412,,5807412,,1998-09-15,An electrochemical cell is provided with first (10) and second (11) electrodes and a solid polymer electrolyte (15) disposed therebetween. The solid polymer electrolyte is preferably fabricated by providing a linear powdered polymeric precursor material which is thereafter heated to temperatures sufficient to drive off moisture and in the presence of an electrolyte active species. The electrolyte active species is preferably an acidic electrolyte active species which has the effect of protonating the powdered polymeric precursor material. Electrochemical cells fabricated using these devices demonstrate performance characteristics far better than those available in the prior art.,Electrochemical cell having a polymer electrolyte,,11
76,5809025,,5809025,,1998-09-15,"A communications system including a cell-based switching system for routing a data stream between a source node and a destination node. A data stream is received at the source node, which performs a first type of address translation to identify a first portion of the path between the source node and destination node. The data stream is sent to the first portion of the path and received by at least one intermediate node that performs a second type of address translation to identify another portion of the path between the source node and destination node. In response to receiving the data stream at the destination node, the first type of address translation is performed to identify a target within the destination node for the data stream.",Virtual path-based static routing,,8
77,5809059,,5809059,,1998-09-15,A controller (152) in a frequency hopped spread spectrum system (100) operating to assign a best available frequency hopping sequence among a plurality of sequences to at least one of a plurality of subscriber units (156) having predefined transmission intervals (12) and predefined transition intervals (14) comprises a power detector (50) that estimates a combination of a noise level and an interference level by measuring signal strength during a series of transition intervals for at least one sequence of channels among the plurality of sequences and a processor that computes an average noise and interference level for the at least one sequence of channels and ranks the at least one sequence of channels in accordance with the average noise and interference level computed.,Method and apparatus for spread spectrum channel assignment,,24
78,5809421,,5809421,,1998-09-15,"A method for locating variable control channels by a mobile station (104) in a radiotelephone system (100) permits the mobile station (104) to quickly find the location of unknown control channels. A locator beacon (300) is transmitted on one or more common locator channels from each base station (102) or from a locator transmitter which covers the entire region. The locator beacon (300) includes control channel location information which defines the location in the spectrum of a designated control channel. A mobile station (104), including a roaming mobile station outside its home service area, tunes to the locator channel and detects the locator beacon (300) to read the control channel location information. In response, the mobile station (104) tunes to the frequency of the designated control channel to receive a control signal from the base station (102). To prevent co-channel interference, the base stations of a radiotelephone system (100) time division duplex the broadcast of respective locator beacons.",Method for locating variable control channels by a mobile station in a radiotelephone system,,2
79,5809538,,5809538,,1998-09-15,"A memory control and management system efficiently multiplexes access to a dynamic random access memory (DRAM) among several client processes in an MPEG or similar digital television delivery system or the like. These processes can include, for example, an on-screen display (OSD) graphics processor, a microprocessor interface, graphics accelerator functions, and audio and data processors. An arbiter receives packetized data from an MPEG transport layer for distribution to an associated DRAM. The arbiter sequentially time-multiplexes access to the DRAM by the client processes according to priority criteria, including the bandwidth requirements of the client processes, and whether a client process is requesting access. Access is granted for a predetermined period as long as the client is requesting access. Access can be terminated early if the client no longer requests access, or if a new row in the DRAM must be addressed, and the re-addressing period will consume the remainder of the available data transfer cycles in the access period. The invention is particularly applicable to a digital video decoder where an on-screen display graphics processor consumes a large portion of the DRAM interface bandwidth.",DRAM arbiter for video decoder,,19
80,5810989,,5810989,,1998-09-22,"A method of photoelectro-synthesizing probe arrays including the steps of providing a photoconductive layer of material having a layer of electrically conductive material on a first surface thereof and a solution of a plurality of a first oligonucleotide modified monomer positioned in electrical contact with an opposing second surface thereof such that a potential is connected therebetween. A beam of light is directed through a portion of the photoconductive layer of material to complete an electrical circuit between the layer of electrically conductive material and the solution through the portion of the photoconductive layer, whereby the monomers in the solution are electropolymerized on a surface area which is coupled into the electrical circuit by the beam of light.",Photoelectric synthesis of DNA or protein probe arrays,,20
81,5812527,,5812527,,1998-09-22,"A cell based network (100) for transmitting ATM user cells (118), including ABR data cells (118.sub.D) and forward control, or RM, cells (118.sub.FRM) at predetermined cell rates from at least one user source (102) in a virtual connection (VC, 110) through at least one ATM switch (120) and at least one transmission link (130) in the network to at least one user destination (104), employs a method and apparatus for controlling a user source (102) transmission cell rate in the presence of congestion in the VC (110). The calculation of a Fair Share cell transmission rate is written into a backward control, or RM, cell (118.sub.BRM) optionally takes place only in the presence of congestion at an ATM Switch (120). The calculation of the Fair.sub.-- Share value is simplified and calculation time is shortened by changing the number of active ABR VCs (N.sub.ABR) to a factor of two (E.sub.NABR) and dividing the maximum cell transmission rate by E.sub.NABR.",Simplified calculation of cell transmission rates in a cell based netwook,,20
82,5812542,,5812542,,1998-09-22,"A method (250) determines weighting coefficients (188, 190, 192) in a code division multiple access (CDMA) radio receiver (100). A representation (172) of a desired RF signal (166) is received (108, 124, 127). A plurality of data signals (176, 180, 184) are generated responsive to the representation (172) of a desired RF signal (166). A plurality of pilot signals (178, 182, 186) are generated responsive to the first representation (172) of a desired RF signal (166). A total received signal power (174) is measured (128). A plurality of weighting coefficients (188, 190, 192) are determined responsive to the plurality of data signals (176, 180, 184), the plurality of pilot signals (178, 182, 186) and the total received signal power (174).",Method for determining weighting coefficients in a CDMA radio receiver,,14
83,5812590,,5812590,,1998-09-22,"A communication device (104) comprises a receiver circuit (108) receiving a modulated receive signal. A reference oscillator (132) generates a first clock signal at a first frequency, the first clock signal having harmonics. Circuitry (130) coupled to the reference oscillator and to the receiver responds to the first clock signal to produce a signal used by the receiver to reduce the frequency of the modulating signal. A frequency spreading circuit (134) is also coupled to the reference oscillator to modulate the first clock signal with a frequency spreading signal to produce a modulated clock signal including modulated harmonic frequency components. The frequency spreading circuit selectively combines the frequency spreading signal and the first clock signal. A control circuit (114) controls the frequency spreading circuit to modulate first clock signal with the frequency spreading signal when the selected received signal includes a harmonic of the first clock signal.",Frequency spreading clock modulation,,15
84,5812602,,5812602,,1998-09-22,"System and Device for, and Method of, Communicating According to a Trellis Code of Baseband Signals Chosen from a Fixed Set of Baseband Signal Points. Signal points are chosen from a fixed set of signal points, such as exists in the baseband signal points found in PSTN companding algorithms. These signal points are assingned to subsets and transmitted according to a predefined transmitter state sequence, representable as a trellis diagram. The subsets may overlap by sharing signal points. The sharing of signal points improves the transmission performance of the arrangement in comparison to conventional disjoint sets. The signal points are selected and associated with subsets, such that the signal points transmittable from a given transmitter states maintain a minimum distance of d, even though the full combination of signal points of all subsets need not satisfy a minimum distance of d/2. From time-to-time, disjoint subsets may be used to preclude decoding problems resulting from the quasi catastrophic aspects of the resulting code.","System and device for, and method of, communicating according to a trellis code of baseband signals chosen from a fixed set of baseband signal points",,4
85,5812956,,5812956,,1998-09-22,"Base site deployment in a cellular communication system takes place by positioning a base site antenna (102) mid block, with the main bore of the antenna (102) pointing parallel to the street (104) in which the antenna (102) is located (104). Additionally, the base site antenna (102) is located below the rooftop of any buildings (118) occupying the street (104). Multiple base site antennas (201-211) are formed into a cluster (214) existing in an N.times.N city block area such that the bore of each antenna (201-211) is positioned to point into the center of the cluster (214) and parallel to the street that it is located. Positioning base site antennas (201-211) in such a way will serve to channel, or canyon, the Radio Frequency propagation from the antennas (201-211) in a direction of the antenna's (201-211) main lobe (120) and back lobe (122), reducing cochannel and adjacent channel interference.",Clustered antennas in a cellular communication system and method of deploying the same,,21
86,5815407,,5815407,,1998-09-29,An apparatus (700) for inhibiting operation of an electronic device (702) during take-off and landing of an aircraft (802) has a sensor (704) that measures a lateral acceleration. A control circuit (706) is coupled to the sensor (704) and has an output (708) coupled to the electronic device (702).,Method and device for inhibiting the operation of an electronic device during take-off and landing of an aircraft,,31
87,5818618,,5818618,,1998-10-06,"A positioning device (100) provides adaptive positioning for at least a first optical signal to facilitate a serial simplex broadcast between one of: a plurality of transmit communication units and a receive communication unit and at least a first transmit communication unit and a plurality of receive communication units. The transmit communication unit (102) includes an optical transmitter unit (104) for generating a free-space, collimated light beam (126), and the receive communication unit (106) includes an optical receiver unit (108) for detecting a portion of light beam (126) for communication between the transmit communication unit (102) and the receive communication unit (106).",High-speed serial simplex broadcast data distribution using optics,,8
88,5818887,,5818887,,1998-10-06,"The method includes acquiring a signal (501); inputting (502), at a first time, a received symbol to a demodulator having a plurality of outputs to produce a set of early outputs; inputting (504), at a second time, the received symbol to the demodulator to produce a set of on-time outputs; inputting (505), at a third time, the received symbol to the demodulator to produce a set of late outputs; and comparing (506) at least one output in the set of early outputs with at least one output in the set of late outputs to produce a timing measure.",Method for receiving a signal in a digital radio frequency communication system,,7
89,5821006,,5821006,,1998-10-13,"A hybrid cell/capacitor assembly (300) includes a battery cell (100) and a capacitor (200) formed into a thin rectangular sheet and having two leads (205, 210) extending therefrom. The capacitor (200) is wrapped around the battery cell (100) to form the hybrid cell/capacitor assembly (300). The leads (205, 210) of the capacitor (200) can be attached to terminals (105, 100) of the battery cell (100) or to terminals of one or more other cells within a battery pack (600).",Hybrid cell/capacitor assembly for use in a battery pack,,21
90,5822314,,5822314,,1998-10-13,"A method of operation of a communications system, having first (10) and second communications units (12) communicating frame divided information via a relay device (11). The second communications unit (12) transmits a timing signal (step 106) to the first communications unit (10), containing timing information of received timing signals from the first communications unit(10). The first communications unit (10) calculates a timing offset (step 114) for the combined timing delay for transmissions to and from the second communications unit via the relay device and transmits the timing offset (step 116) to the second communications unit. The second communications unit (12) adjusts its timing (step 122) according to the received timing offset. A communications system includes a frame number offset indicator (27) for performing timing synchronisation between the communications units.",Communications system and method of operation,,11
91,5824436,,5824436,,1998-10-20,"An electrochemical cell is provided with first (10) and second (11) electrodes and a solid polymer electrolyte (15) disposed therebetween. The electrodes include a current collecting layer, a layer of electrode active material, and a layer of an electrically conductive, polymeric protection material disposed therebetween. The protective layer protects, for example, the current collecting layer from the deleterious effects of the acid or alkaline electrolyte active species found in most electrochemical cells. The protective layer is formed of an intermetallic compound dispersed through a layer of appropriately chosen polymeric material.",Electrically conductive polymeric coating for an electrochemical charge storage device,,12
92,5825762,,5825762,,1998-10-20,"A transmitter (300) is utilized to provide wireless communication in a sectorized coverage area. The transmitter (300) incorporates a hybrid matrix (303) and an inverse hybrid matrix (306) to combine input control signals (315) and traffic signals (316). The hybrid matrix (303) transforms the control signals (315) and traffic signals (316) into output signals which each contain a portion of the control signals (315) and traffic signals (316). The outputs from the hybrid matrix (303) are amplified by amplifiers (319), and the outputs from the amplifiers (319) are then inverse transformed by the inverse hybrid matrix (306). The inverse transform matrix (306) recombines the portions of the control signals (315) and traffic signals (316) originally input to the hybrid matrix (303), and the resulting signals are transmitted to mobile stations (203-205 and 208) in sectorized coverage areas (S1.sub.A and S1.sub.B) using sector antennas (320).",Apparatus and methods for providing wireless communication to a sectorized coverage area,,11
93,5825811,,5825811,,1998-10-20,"Inbound channel access is facilitated in a two-way messaging system (FIG. 1) utilizing a frequency-hopped spread-spectrum modulation technique on a set of hopping frequencies. First and second subsets of the set of hopping frequencies are defined (504), the first and second subsets being orthogonal to one another. Scheduled transmissions are communicated (514) on the first subset, and ALOHA transmissions are communicated (514) on the second subset.",Method and apparatus for facilitating inbound channel access,,15
94,5831475,,5831475,,1998-11-03,"A method and apparatus for efficient power amplification with low distortion includes a surface acoustic wave delay line (210), an envelope detector (220), an envelope amplifier (270), and a power amplifier (260). An envelope amplifier (270) includes a pulsewidth modulator (275), a driver (280), switching transistors (285), and a low pass filter (290). The surface acoustic wave delay line (210) functions to balance the delay of the envelope and the carrier of the signal to be amplified. The use of the surface acoustic wave delay line (210) obviates the need for a separate delay line in the phase path of the amplifier.",Method and apparatus for delay matching in a power amplifier,,18
95,5831476,,5831476,,1998-11-03,"A method (140) for tuning millimeter-wave FET amplifiers (20) during manufacture, through the application (144) of a gate bias voltage (52) so as to tune the FET (22) of the amplifier (20) to match an input circuit (24), and through the application (146) of a drain bias voltage (74) so as to tune the FET (22) of the amplifier (20) to match an output circuit (26), then measuring (150) the frequency response of the amplifier (20). This tuning method (140) is repeated (152) until a predetermined frequency response has been achieved. Once achieved, the predetermined frequency response is realized (154) by permanently fixing the gate bias voltage (52) and the drain bias voltage (74) at the determined values. This iterative method (140) of tuning amplifiers (20) is then repeated for all amplifiers (20) to be tuned.",Voltage-tuned millimeter-wave amplifier and method for tuning,,15
96,5831479,,5831479,,1998-11-03,"A power delivery system (500) including a power splitter (502), a plurality of power amplifier modules (508) responsive to the power splitter (502), a power combiner (504), and a gateway controller (506) is provided. Each of the plurality of power amplifier modules (508) include an input switch (520), a variable attenuator (524), an RF power amplifier (526) responsive to the variable attenuator (524) and the input switch (520), an output switch (530) responsive to the RF power amplifier (526), and an alarm detector (532) for indicating an alarm condition of the RF power amplifier (526). The power combiner (504) is responsive to the plurality of power amplifier modules (508), and the gateway controller (506) is in communication with each of the plurality of power amplifier modules (508).",Power delivery system and method of controlling the power delivery system for use in a radio frequency system,,18
97,5831636,,5831636,,1998-11-03,"A compression/decompression method useful in communicating ideographic characters to communication devices. An ideographic character is represented by a compressed character codeword including information defining a structure type or layout of the character, together with primitive types that represent combinations of simple graphical elements. A character generator read-only memory (CGROM) (20) includes a compressed character codeword database (22) and a primitive type database (24). Character codes corresponding to a compressed character codeword are transmitted to a communication device (600), such as a selective call receiver. The communication device (600) includes a microprocessor/controller (50) that decompresses the compressed character codewords corresponding to the character codes based on the data stored in the character database (22) and the primitive type database (24).",Method for compressing ideographic characters for storage decompression and display and a communication device therefor,,19
98,5831960,,5831960,,1998-11-03,"An integrated vertical cavity surface emitting laser (VCSEL) pair for use in an optical pickup head for high density optical storage applications and a method of fabrication. The VCSEL pair includes a high power VCSEL capable of emitting a power output of at least 15 mW and a low power VCSEL capable of emitting a power output in a range of 1-4 mW. A phase shift mask is integrated with the high power VCSEL to allow for a 180.degree. shift in light emitted therethrough, thereby creating a reduced focal spot size for high density data write applications. The low power VCSEL emission is focused into a Gaussian beam profile for data read applications. The integrated VCSEL pair is utilized in an optical pickup head capable of high density read and write applications for both CDs and DVDs.",Integrated vertical cavity surface emitting laser pair for high density data storage and method of fabrication,,26
99,5832026,,5832026,,1998-11-03,"A selective call communication system (10) transmits a frequency hopped spread spectrum signal as a Reed Solomon code word modulated as a four-level frequency shift keying (4FSK) signal. A base site transceiver (150) receives the signal on a plurality of narrow band channels and a DSP (152) performs an FFT on the signal. The DSP (152) has a comparator (342) that computes energy of an 4FSK symbol. The comparator (342) establishes a ratio of a maximum energy and a next largest energy to an eye-opening threshold to indicate a probability of error. A determinator (344) in response to the probability of error determines when there is a fade, an erasure marker (346) marks a position of a Reed Solomon symbol in the fade as an erasure and error correcting code (348) corrects errors in the Reed Solomon code word with the marked erasure.",Method for correcting errors from a fading signal in a frequency hopped spread spectrum communcation system,,15
100,5832147,,5832147,,1998-11-03,"A holographic optical interconnect system (100) and method (200) provide flexible, efficient interconnection of a plurality of circuit boards CBs and a plurality of integrated circuit chips. Each CB has at least an optically transparent substrate OTS mate parallel to the CB and extending outside a CB holder. Each OTS mate has parallel sides and carries at least two holographic optical elements HOEs. A first one of the HOEs on a first OTS mate reflects at least a predetermined portion of a first light beam transmitted by a transmitter on a corresponding CB to another HOE, which transmits a received light beam via free space outside the CB holder. On another OTS mate, two HOEs are utilized to receive and direct at least part of the light beam received to a detector on a corresponding CB via free space within the circuit board holder or reflection within the OTS mate.",Holographic optical interconnect system and method for board-to-board and chip-to-chip communication interconnections,,11
101,5832223,,5832223,,1998-11-03,"The present invention provides a system (100, 200), device (300) and method (400) for facilitating automatic capture of internet access information in a broadcast signal for use by an internet access unit. The system includes: a broadcasting unit having an internet access information unit, IAIU, coupled to receive internet access information, for encoding the internet access information into a broadcast signal to provide an augmented signal and broadcasting said augmented signal; a receiving unit for receiving the augmented signal for a user; a capture unit, coupled to the receiving unit and interfaced with the internet, for automatically storing/utilizing the internet access information in accordance with a predetermined scheme; a display/television screen/audio unit, coupled to the capture unit and, where selected, to the capture unit, for displaying at least one of: information obtained by utilizing the internet access information and information from the broadcast signal.","System, method and device for automatic capture of internet access information in a broadcast signal for use by an internet access device",,17
102,5834135,,5834135,,1998-11-10,"An electrochemical cell 10 includes first and second electrodes 12 and 14 with an electrolyte system 26 disposed therebetween. The electrolyte system includes at least a multilayered first polymeric region 28, having second layers 30 and 32, of a second polymer material. The second layers may absorb an electrolyte active species and to adhere the adjacent layer of electrode material to the electrolyte 26. The electrolyte system further includes a process for packaging and curing the electrolyte after it has been incorporated into a discrete battery device.",Multilayered gel electrolyte bonded rechargeable electrochemical cell,,15
103,5834756,,5834756,,1998-11-10,"A magnetically communicative card (200) has a ferrite core (302) extending substantially the length of the card body (203) and has a conductor (408) wound around the ferrite core for the entire length of the ferrite core. Embedded within the card body is a controller (208) that controls a varying magnetic field emanating from the conductor to mimic a varying magnetic field produced by a conventional magnetic stripe card. Optionally, the card includes a sensor to sense a sensed signal picked up by the conductor from a varying magnetic field emanating from another device. The controller can read the sensed signal to receive communication from the other device. A magnetically communicative card (400, 500) is alternatively flexibly attached and detachably coupled to an electronic wallet (402, 502) to produce an apparatus (405, 501). A wireless communication interface (523) is alternatively carried by the magnetically communicative card and the electronic wallet to provide wireless reconfiguration of the magnetically communicative card remotely.",Magnetically communicative card,,23
104,5834972,,5834972,,1998-11-10,"In a hybrid matrix amplifier array (100), a configurable digital transform matrix (116) is initialize with a matrix of transform coefficients. A plurality of digital input signals (M.sub.1 -M.sub.4) are received at inputs of the configurable digital transform matrix (116). The plurality of digital input signals are transformed to produce a plurality of transform digital signals (A.sub.1 -A.sub.4) using the matrix of transform coefficients. The plurality of transform digital signals are converted to a plurality of transformed analoged signals (206) to produce a plurality of transformed analog signals. The transformed analog signals are amplified (104, 208) to produce amplified transformed signals. Finally, the amplified transformed signals are inverse transformed (102, 210) to produce output signals that correspond to a respective digital input signal (M.sub.1 -M.sub.4). Upon sensing a failure in an amplifier array (104,126) a controller (128) recalls matrix transform coefficients from a memory (130) and write and reconfigures the digital transform matrix (116) to minimize the effects of the amplifier failure at the hybrid matrix amplifier outputs (132).",Method and system in a hybrid matrix amplifier for configuring a digital transformer,,21
105,5835730,,5835730,,1998-11-10,"A method and apparatus are provided for receiving a packet stream having fixed length packets. Data carried in the packet stream is selectively processed for output to a computer. A packet identifier filter selects particular packets from the recovered packet stream. A computer disk controller receives the packets selected by the filter and manages the transfer of packet data from the packets to and from a buffer. A data bus is coupled to the disk controller for communicating the packet data from the buffer to the computer. A data compression stage prior to the disk controller compresses packets from the recovered packet stream in order to provide a gap between data carried by successive packets to be provided by the disk controller. In this manner, a low cost disk controller chip can be used to control the buffering of data in a cable or satellite television modem that provides, e.g., Internet access.",MPEG packet header compression for television modems,,22
106,5838740,,5838740,,1998-11-17,"Crosspolarized signals of unrelated baud rates transmitted through a communication channel (10) become depolarized due to channel distortions such as rain and antenna imperfections. The resulting interference is canceled in a Modified Adaptive Crosspole Interference Canceler (MAXPIC) receiver (50, 70) by adjustment the timing in the crosspolarization path to compensate for the differential delay. Near equivalent bit error rate (BER) performance is achieved for systems utilizing crosspolarized signals with independent baud rates. In one embodiment, the receiver uses a fractionally spaced finite impulse response (FIR) filter (78) that operates at an integer multiple of the direct channel signal baud rate. In another embodiment, a variable delay (54) is used to time-align the received crosspolarized channel signal with the crosspolarization interference contained in the received direct signal.",Crosspole interference canceling receiver for signals with unrelated baud rates,,20
107,5842210,,5842210,,1998-11-24,"In a data communication system a first controller (102) selectively retrieves data from a database (316) in a second controller (106). Data corresponding to a plurality of entities is programmed (602) into the database. The data includes a plurality of parameters for each of the plurality of entities. Ones of the plurality of parameters are selectively defined (604) to belong to parameter groups in accordance with a predetermined grouping plan. The first controller generates (612) a request for the data corresponding to one of the plurality of entities from the database, the request further indicating a desired one of the parameter groups. The second controller returns (620) the desired one of the parameter groups corresponding to the one of the plurality of entities, in response to the request.",Method and apparatus for selectively retrieving data from a database in a data communication system,,19
108,5845213,,5845213,,1998-12-01,"A non-real time messaging system (200) for targeting messages to a subscriber unit (222) comprises a synchronized profile of where a subscriber unit should be located (a predetermined base transmission area for transmission of messages to the subscriber unit) maintained between a controller (212) and the subscriber unit. The subscriber unit detects when the subscriber unit is not within the receiving range of a predetermined base transmission area, informs the controller and the controller directs subsequent transmissions to an area identified by the subscriber unit and otherwise transmits subsequent messages to the predetermined base transmission area. The system further includes a plurality of base receivers (217) coupled to the controller for receiving transmissions from the subscriber units and allowing the controller to detect when the subscriber unit is not within the receiving range of a predetermined base transmission area.",Method and apparatus for minimizing traffic in a two way wireless messaging system,,16
109,5848357,,5848357,,1998-12-08,"A radio communication system (100) implements a frequency reuse plan by sending a message (308) simultaneously with other messages in a plurality of cell clusters (202-208) utilizing the frequency reuse plan, which provides a message carrier-to-interference ratio (C/I) sufficient for reception of the message when a receiver (104) is adjusted in accordance with a periodically transmitted pilot symbol (402-408). The C/I is smaller than preferred for reception of the pilot symbol. The pilot symbol is periodically transmitting simultaneously with other pilot symbols in a time diverse manner such that pilot symbol transmissions for adjacent ones of the plurality of cell clusters occur in non-overlapping time slots, thereby generating the larger C/I preferred for reception of the pilot symbol. The pilot symbol and the message are received by the receiver, and the receiver is adjusted in accordance with the pilot symbol to demodulate the message.",Method and apparatus in a radio communication system for implementing a frequency reuse plan,,14
110,5848718,,5848718,,1998-12-15,"A housing assembly comprises a plurality of components, each having a screw boss apparatus, such as screw boss (114). The screw boss apparatus has an interlocking tab and an interlocking slotted surface. In a preferred embodiment, the screw boss apparatus (114) has a first locking tab (202), a second locking tab (204), a first slotted surface (206), and a second slotted surface (208). The interlocking tab of one component is engaged to the interlocking slotted surface of another component to fasten components of a housing assembly together.",Apparatus for fastening a housing assembly,,19
111,5850611,,5850611,,1998-12-15,"A dispatch communication system (100) that includes a system controller (101), multiple base sites (103-105), and a group of communication units (107-111) employs a method and apparatus for communicating therein. A system device (either the system controller or a communication unit) establishes a dispatch communication between the group of communication units. Once the communication is established, the system device starts a timer and continuously determines a first length of time (call time) since establishment of the communication. The system device also determines whether an event indicative of call reassignment has occurred during the communication. When such an event has occurred, the system device determines a second length of time (hang time) based on the call time, wherein the hang time commences upon the occurrence of the event. Upon determining the hang time, the system device further determines whether call reassignment has occurred within the hang time. When call reassignment has not occurred within the hang time, the system device terminates the call.",Method and apparatus for communicating in a dispatch communication system,,10
112,5853916,,5853916,,1998-12-29,"An electrochemical cell 10 includes first and second electrodes 12 and 14 with an electrolyte system 26 disposed therebetween. The electrolyte system includes at least a first and second layer 28 and 30, the second or gelling layer 30 being used to absorb an electrolyte active species.",Multi-layered polymeric gel electrolyte and electrochemical cell using same,,58
113,5854785,,5854785,,1998-12-29,"A wireless communication device (100) provides for soft handoff in a communication system employing CDMA by providing information on pilot identities to the base station represented by the active pilot in the access probe (215), and possibly in successive access probes. The system infrastructure allocates base stations according to the pilot identities (310) and transmits messages over the Paging Channels of the base station of the active pilot and neighboring base stations represented by the pilot identities (315). Thus, the wireless communication device can simultaneously demodulate the Paging Channel of multiple base stations while in the System Access State of CDMA.",System method and wireless communication device for soft handoff,,5
114,5857049,,5857049,,1999-01-05,"An optoelectronic module is disclosed in which an optoelectronic device is precisely aligned with an optical fiber. The optoelectronic module comprises a first member, a second member for supporting an end of the optical fiber in a fixed position relative the first member along an axis, and a third member for mounting at least one optoelectronic device. A plurality of positioning members are adjustably positioned on the first member for supporting the third member to maintain aligned relation of the optoelectronic device with the axis.",Precision alignment of optoelectronic devices,,48
115,5857155,,5857155,,1999-01-05,"A selective call transceiver (20) in a messaging system (100) having a plurality of transmitters (90, 94, 99), comprises a receiver module (26), a transmitter module (22) coupled to the receiver module and a controller (28) coupled to the receiver module and the transmitter module for controlling the operation of the selective call transceiver. Additionally the selective call transceiver comprises a GPS receiver (24) for receiving GPS information and coupled to the controller, wherein the controller uses the GPS information to assist in the control of functions selected from the group consisting of transmitter power control, site selection switching, sub-zone selection switching, forward error correction, retry transmission decisions, Doppler frequency shif",Method and apparatus for geographic based control in a communication system,,21
116,5857173,,5857173,,1999-01-05,"Upon selection of an expression for pronunciation training, a look-up operation is performed in a speaker database (15) to obtain a predetermined model for comparison with a voice of a user received at an input (11). A speech modeling element models speech of a native speaker. The voice input is applied to the modeling element (102-107) and an analysis is carried out of the comparison, in correlation and in duration, between a phoneme or sub-word of the input and a phoneme or sub-word of the native speaker to provide a score, including a score for the correlation and a score for the duration. The score is analyzed with respect to a score for a predetermined speaker in an analysis element (40). An indicator device (16) coupled to the output of the analysis e",Pronunciation measurement device and method,,16
117,5862451,,5862451,,1999-01-19,A method and apparatus in a communication system (100) for allocating and controlling data transmissions to and from communications unit (134) in communications system (100). The communication systems (100) includes a cable distribution network (106) with a base communications unit (102) and a number of downstream communications units (134) all connected to the cable distribution network (106). A plurality of channels are used to transmit data transmissions between the base communications unit (100) and the downstream communications unit (134). Uplink and downlink channels are monitored to determine channel quality for each of the channels in communications system (100). The determined channel quality is used to both initiate transfers of communications lin,Channel quality management in a cable telephony system,,48
118,5862453,,5862453,,1999-01-19,"Power control in a spread-spectrum communication system takes place by determining origination power of a traffic channel based on a number of active demodulators and pilot channel signal quality (610). Once origination transmit power is determined and call origination takes place, the transmit power is reduced at a first rate when a time is less than a time for all active demodulators to be established (615), otherwise the transmit power is reduced at a second rate (621). After all active demodulators have been acquired power control takes place by receiving a Power Measurement Report Message (PMRM) or a Pilot Strength Measurement Message (PSMM), determining, a signal quality metric existing at the remote unit based on the PMRM or PSMM, and adjusting trans",Method and apparatus for power control in a communication system using active demodulators,,12
119,5862493,,5862493,,1999-01-19,"A switching circuit (30) in a portable telephone connects a gate of a field-effect transistor (Q1) to a voltage below the transistor's gate threshold voltage when the voltage at a first power source terminal (B) falls below a threshold voltage, thus disconnecting the first power source terminal (B) from a portable telephone power input terminal (B+) and connecting a second power source terminal (A) to the power input terminal (B+). The threshold voltage is set at a voltage above the minimum supply voltage of the portable telephone. The first power source terminal may be connected to a main battery and the second power source terminal may be connected to an adapter such as a battery eliminator adapter, hands-free adapter, or mobile transceiver adapter. This ",External power source to main battery power sources switch,,16
120,5864299,,5864299,,1999-01-26,"A messaging system, having a transmitter (202) for transmitting information service messages to selective call units (SCU's) (122), receives displayable information from a service provider, and creates a message having an address field (504) and data field (508). The address field (504) includes an address assigned to at least one SCU (122), and the data field (508) includes the displayable information. A portion of the displayable information is defined as at least one subaddress field (510, 514). The at least one subaddress field (510, 514) is used by the at least one SCU (122), when receiving the message from the messaging system, for determining whether a portion of the displayable information is to be processed.",Method and apparatus for reducing overhead in a messaging system,,16
